,LM_1.034e-05,LM_1.285e-05,LM_1.634e-05,LM_2.084e-05,LM_2.634e-05,LM_3.335e-05,LM_4.234e-05,LM_5.384e-05,LM_6.834e-05,LM_8.634e-05,LM_0.0001088,LM_0.0001428,LM_0.0001858,LM_0.0002288,LM_0.0002718,LM_0.0003363,LM_0.0004223,LM_0.0005298,HM_5.021e-05,HM_5.571e-05,HM_6.272e-05,HM_7.171e-05,HM_8.321e-05,HM_9.771e-05,HM_0.0001157,HM_0.0001382,HM_0.0001722,HM_0.0002152,HM_0.0002582,HM_0.0003012,HM_0.0003657,HM_0.0004517,HM_0.0005592,HM_0.0007092,HM_0.0009017,HM_0.001138,HM_0.001437,HM_0.001821,HM_0.002292,HM_0.002848,HM_0.003534
20,-8.88391816346139e-09,-6.64956425160319e-09,-4.704613682508567e-09,-3.4120000088197237e-09,-2.4365412803997217e-09,-1.6681668201351695e-09,-1.130215075451644e-09,-7.485260008933653e-10,-4.968637703657553e-10,-3.4461120703899174e-10,-2.3758445067671056e-10,-1.5527596322818202e-10,-1.1153592162773389e-10,-8.995163302687046e-11,-6.927304549242543e-11,-5.330608415966567e-11,-3.794364420539639e-11,-2.6410645020755952e-11,-1.8288244978757246e-09,-1.4292670808770532e-09,-1.1380279648539565e-09,-8.650877649103356e-10,-6.418586446650549e-10,-4.730683672925112e-10,-3.490580730652811e-10,-2.602512269436828e-10,-2.1063652925521522e-10,-1.6474035094354432e-10,-1.2626066849016087e-10,-1.0548693364923995e-10,-7.890951069407578e-11,-5.7520194493622507e-11,-4.182251577792831e-11,-2.8859689794249776e-11,-1.9262871145474296e-11,-1.2626660139598687e-11,-9.302395109111568e-12,-6.063049709562233e-12,-3.788425009358105e-12,-2.318955826580505e-12,-1.3393756186450519e-12
21,-1.0020172416899783e-08,-7.694116752920607e-09,-5.5978838670261945e-09,-4.1390056271221315e-09,-3.0030414628166347e-09,-2.082594478338143e-09,-1.418087911975131e-09,-9.360885972849415e-10,-6.135458325832818e-10,-4.18027044536836e-10,-2.817271555318811e-10,-1.7891327907171883e-10,-1.2593335641051485e-10,-1.005891078310067e-10,-7.633773652756613e-11,-5.8122089587054985e-11,-4.0796610813297806e-11,-2.805616728655376e-11,-2.2339647236285605e-09,-1.7514001471556973e-09,-1.3920483553703209e-09,-1.0529645183165848e-09,-7.734879144247856e-10,-5.617628318584126e-10,-4.069627038310063e-10,-2.9752401278293574e-10,-2.3818604940579e-10,-1.840847502238105e-10,-1.3894971436225835e-10,-1.1522050028831335e-10,-8.501106650612246e-11,-6.121573537746394e-11,-4.409474764206771e-11,-3.018838498997667e-11,-2.0032575234350783e-11,-1.3081636923877282e-11,-9.62705214327229e-12,-6.26475708323142e-12,-3.909836869478609e-12,-2.391390930016607e-12,-1.3805393877133334e-12
22,-1.1069235201619398e-08,-8.729331523242951e-09,-6.537051369623619e-09,-4.933107650567088e-09,-3.641835918117336e-09,-2.5637204927008214e-09,-1.759456655942509e-09,-1.1616304551587071e-09,-7.542630413864404e-10,-5.058378106922065e-10,-3.336021165385586e-10,-2.058765557582816e-10,-1.4200138999742092e-10,-1.123841753040387e-10,-8.40766112168232e-11,-6.337900942892693e-11,-4.390226780974044e-11,-2.9851854407885406e-11,-2.6943752206231025e-09,-2.124436453866868e-09,-1.6894266602719677e-09,-1.2752189905644049e-09,-9.299494976968753e-10,-6.668224853229049e-10,-4.746990588533318e-10,-3.402729279929748e-10,-2.6943331109791526e-10,-2.0577591705271472e-10,-1.5292444500256793e-10,-1.2587074758947953e-10,-9.159294852152069e-11,-6.516260937705565e-11,-4.650228084514553e-11,-3.157582931069106e-11,-2.0810233524866593e-11,-1.351472542087572e-11,-9.923389817726807e-12,-6.434713373146903e-12,-4.002199956854473e-12,-2.4403746892385724e-12,-1.4046201261950443e-12
23,-1.131454766118861e-08,-9.190266592893257e-09,-7.113513614162198e-09,-5.503635466978949e-09,-4.155051405824155e-09,-2.9872196189436584e-09,-2.0795557478335454e-09,-1.3826182380240253e-09,-8.947983275790921e-10,-5.929097238595912e-10,-3.8356975316053824e-10,-2.3023432684236924e-10,-1.556693793617921e-10,-1.2216863174988471e-10,-9.018490478630236e-11,-6.741912938444139e-11,-4.620880046969467e-11,-3.117372047696208e-11,-3.082023405841205e-09,-2.4546053943951878e-09,-1.9605698434898896e-09,-1.4840323414173218e-09,-1.079846429042274e-09,-7.678177217344217e-10,-5.387872253644302e-10,-3.793219829294075e-10,-2.973135933485644e-10,-2.2461488470403833e-10,-1.6452983223764416e-10,-1.3455829156429623e-10,-9.675189641563158e-11,-6.818617460531517e-11,-4.83540989778398e-11,-3.267962176844181e-11,-2.1466258956036475e-11,-1.3906632892614486e-11,-1.0200370986456887e-11,-6.603114571774075e-12,-4.099989460815378e-12,-2.4960670665595902e-12,-1.4344992262918822e-12
24,-1.0576733740732718e-08,-8.786030612514364e-09,-6.9820865160068245e-09,-5.5200594867085525e-09,-4.2551435971795475e-09,-3.125302359552996e-09,-2.2144274853917205e-09,-1.4926488185261504e-09,-9.722884068742717e-10,-6.42916060432067e-10,-4.1236051463574154e-10,-2.433467587098965e-10,-1.6225724287956254e-10,-1.2657366703259744e-10,-9.253336224692226e-11,-6.878074663748484e-11,-4.681637348747203e-11,-3.1450894923542247e-11,-3.1957996855434256e-09,-2.5749976393760777e-09,-2.0720166982805593e-09,-1.580373058483868e-09,-1.1554396452640595e-09,-8.216694177155426e-10,-5.735899991487711e-10,-3.9994251698757925e-10,-3.1149779178220275e-10,-2.3366306870017844e-10,-1.6951967088875752e-10,-1.3806258378505405e-10,-9.850454105843819e-11,-6.904155585715622e-11,-4.8825637292504845e-11,-3.296825252960473e-11,-2.1666513692555877e-11,-1.4052449559942315e-11,-1.0313581739446942e-11,-6.682951932960673e-12,-4.15368897669235e-12,-2.5311702745994618e-12,-1.4561158473367283e-12
25,-8.955574985022293e-09,-7.472355117875907e-09,-5.988905047606136e-09,-4.787363729926203e-09,-3.7420471190330105e-09,-2.7991070578651262e-09,-2.025499521057316e-09,-1.3991162692968973e-09,-9.346815920038582e-10,-6.306440975267897e-10,-4.119340265742753e-10,-2.4650761201052794e-10,-1.6496049996325604e-10,-1.285494808697716e-10,-9.381170973867735e-11,-6.951105007995815e-11,-4.7078504590550945e-11,-3.1460287380590095e-11,-2.875752052740804e-09,-2.3473933163391997e-09,-1.911777546454286e-09,-1.4813000311053999e-09,-1.1025348644030004e-09,-7.982563700547975e-10,-5.663263829625246e-10,-3.9953326522781674e-10,-3.1220137591704835e-10,-2.345550230551595e-10,-1.7046924891707197e-10,-1.387576446114937e-10,-9.886671301619365e-11,-6.911569256570251e-11,-4.8760006940064133e-11,-3.286908843331397e-11,-2.159787283805788e-11,-1.4027950439548882e-11,-1.030958078241878e-11,-6.696336812068023e-12,-4.174095635935038e-12,-2.5516168405145997e-12,-1.4731203369055476e-12
26,-7.51057663360981e-09,-6.151815315721007e-09,-4.843215515384578e-09,-3.833304175118817e-09,-2.9804521648221653e-09,-2.229179009582965e-09,-1.6256434643013519e-09,-1.1416902781468458e-09,-7.824202378827226e-10,-5.432439010026159e-10,-3.670301637187013e-10,-2.2848315836923334e-10,-1.5662104760496194e-10,-1.2304468645799023e-10,-9.096979648322275e-11,-6.780887571983455e-11,-4.622272584295464e-11,-3.0960273525598754e-11,-2.330350132066967e-09,-1.9111176542017148e-09,-1.5688952462742743e-09,-1.2310729179891669e-09,-9.33331582487108e-10,-6.918848803013559e-10,-5.044788986130163e-10,-3.658008855675959e-10,-2.89608682696669e-10,-2.2034829031492433e-10,-1.6283634333109762e-10,-1.3337232662568741e-10,-9.61205098549817e-11,-6.768335486976695e-11,-4.791453942490717e-11,-3.235531233567033e-11,-2.1289639812543816e-11,-1.385793358443872e-11,-1.0203023136117266e-11,-6.648240107147094e-12,-4.160369828913191e-12,-2.5541452882237048e-12,-1.4818261573744492e-12
27,-6.6621335009187635e-09,-5.153119717378622e-09,-3.7924614263639054e-09,-2.8413290965541317e-09,-2.0959481396462537e-09,-1.4862775058436207e-09,-1.0389227809155774e-09,-7.077456870817901e-10,-4.799095350745758e-10,-3.3691731315911037e-10,-2.3421900786260167e-10,-1.538178120667454e-10,-1.1065100424519384e-10,-8.927536421827334e-11,-6.879672800558977e-11,-5.2985162914164924e-11,-3.778113828686438e-11,-2.6379956075487256e-11,-1.6104108767229102e-09,-1.2858261337168308e-09,-1.0399266178155986e-09,-8.056302289819182e-10,-6.092006626058193e-10,-4.5666666565495263e-10,-3.4136346337272106e-10,-2.5643901247810845e-10,-2.080684991948904e-10,-1.6311390735929542e-10,-1.2540072441692088e-10,-1.0497549106067186e-10,-7.883098024338894e-11,-5.774463177654114e-11,-4.2229371570018294e-11,-2.9375261121898115e-11,-1.981082744283144e-11,-1.3143881940758342e-11,-9.749847208412709e-12,-6.42696471460849e-12,-4.066172955036931e-12,-2.5209659703083184e-12,-1.4767714035402603e-12
28,-5.973102874338424e-09,-4.596702761043141e-09,-3.3720973117655643e-09,-2.5276425130458585e-09,-1.8701934377534947e-09,-1.3343863746789148e-09,-9.414183877079422e-10,-6.493009103357567e-10,-4.464520415578376e-10,-3.1722533456151766e-10,-2.2310094642908617e-10,-1.4810401774375807e-10,-1.0712029567260193e-10,-8.657388568349514e-11,-6.688360452438343e-11,-5.157531244372355e-11,-3.6828659682491574e-11,-2.574194044462968e-11,-1.464030361572901e-09,-1.1755561681867208e-09,-9.562461358769022e-10,-7.465875778943347e-10,-5.697330284801853e-10,-4.3118849827734206e-10,-3.253221778178038e-10,-2.4633445247751216e-10,-2.0056998230849116e-10,-1.5774969973245322e-10,-1.217650926590545e-10,-1.020997979210463e-10,-7.689670660772914e-11,-5.646222541748912e-11,-4.137351127935841e-11,-2.8845798032674966e-11,-1.95092257268214e-11,-1.2989215245016857e-11,-9.655894950314302e-12,-6.387910259681105e-12,-4.0578461533999126e-12,-2.5263468540631966e-12,-1.4867443842013076e-12
29,-5.491037484682679e-09,-4.16429112031381e-09,-3.0108453658332556e-09,-2.2377882716162037e-09,-1.6466698688611147e-09,-1.1721316015247752e-09,-8.291248922377662e-10,-5.761907031550551e-10,-4.0088406011543813e-10,-2.88441151871732e-10,-2.0565162208570948e-10,-1.385478466602975e-10,-1.010889323659182e-10,-8.197827530387113e-11,-6.365409231057975e-11,-4.9237426221649633e-11,-3.5296545845330486e-11,-2.4751627705119024e-11,-1.307906016824334e-09,-1.0516079269836066e-09,-8.582597403598124e-10,-6.737483597499321e-10,-5.182390879977215e-10,-3.959933418697636e-10,-3.0183225567755625e-10,-2.3073699079761475e-10,-1.887756141526466e-10,-1.4920812419119315e-10,-1.1587806894804143e-10,-9.743910168884578e-11,-7.376053026806584e-11,-5.4399730381785154e-11,-4.000945733971733e-11,-2.800437992908983e-11,-1.9022676723544982e-11,-1.2726069274723391e-11,-9.485850525097976e-12,-6.303116035287345e-12,-4.023139343949139e-12,-2.5167027112145673e-12,-1.4886347717879808e-12
30,-5.428136438791867e-09,-4.090973141140577e-09,-2.934539862407384e-09,-2.1668077407464384e-09,-1.584442765747015e-09,-1.1208386144926638e-09,-7.892693095567191e-10,-5.470211129170964e-10,-3.8051534487797875e-10,-2.7429508394086993e-10,-1.961977072970122e-10,-1.3281720831105414e-10,-9.726698218711064e-11,-7.902344756642773e-11,-6.152625635582305e-11,-4.7683187556833633e-11,-3.426579324555777e-11,-2.4075612711346876e-11,-1.2564620487299914e-09,-1.0073911391050467e-09,-8.210962363178244e-10,-6.439894147465673e-10,-4.954694613143489e-10,-3.791060789474333e-10,-2.895699810260908e-10,-2.219218791181624e-10,-1.818633855699564e-10,-1.44024164357231e-10,-1.1212395066652638e-10,-9.440236770173456e-11,-7.162482692133683e-11,-5.293074485854861e-11,-3.8986417466767905e-11,-2.7320241698969252e-11,-1.8573455325287194e-11,-1.2433232527686705e-11,-9.270836000164713e-12,-6.164006972370246e-12,-3.93743423204385e-12,-2.4654187722747213e-12,-1.4600447257275348e-12
31,-5.502337501740519e-09,-4.176105738463474e-09,-3.0177461175076402e-09,-2.238068333727767e-09,-1.641009615050538e-09,-1.161732862566806e-09,-8.160940535746941e-10,-5.624081178813536e-10,-3.879243578483778e-10,-2.771851835511393e-10,-1.9639438611450728e-10,-1.316199361368544e-10,-9.583592080584484e-11,-7.770334347748561e-11,-6.031944922214238e-11,-4.668520632216816e-11,-3.350607734480812e-11,-2.3538109427848432e-11,-1.2898391837445218e-09,-1.032479130107141e-09,-8.395129728221321e-10,-6.55988330105093e-10,-5.020987098720074e-10,-3.8177668506249227e-10,-2.8964024443589875e-10,-2.2059576275250196e-10,-1.8025920922185714e-10,-1.4236884627240173e-10,-1.1047660049271852e-10,-9.290410226102652e-11,-7.03463269146641e-11,-5.1928985926480147e-11,-3.824091572503245e-11,-2.6810564805803433e-11,-1.8243585978711423e-11,-1.2224921047629652e-11,-9.119787892166766e-12,-6.0679963070454695e-12,-3.878860900267766e-12,-2.430392524709473e-12,-1.4403473303967617e-12
32,-5.86008408763912e-09,-4.489311892980435e-09,-3.2695657244174665e-09,-2.431075787433369e-09,-1.7813676158369362e-09,-1.255475854290032e-09,-8.741606302813408e-10,-5.945352130375904e-10,-4.0367094068610234e-10,-2.8440229577021114e-10,-1.9876733067188037e-10,-1.3153459728586945e-10,-9.519436895378732e-11,-7.705991801343091e-11,-5.968070275685109e-11,-4.6162369493391686e-11,-3.3119901343214296e-11,-2.3278899123682307e-11,-1.3756765219491576e-09,-1.0956184296255767e-09,-8.85805079952614e-10,-6.866717467584583e-10,-5.204463248318625e-10,-3.915179278633287e-10,-2.9392612447748484e-10,-2.2189442464013842e-10,-1.8066041754401963e-10,-1.4223224803647765e-10,-1.09950743110927e-10,-9.234362392760042e-11,-6.97712766174478e-11,-5.144387388631234e-11,-3.786597880603657e-11,-2.654134674620958e-11,-1.8053909148416316e-11,-1.2089138525551918e-11,-9.013271624956848e-12,-5.99127395142983e-12,-3.825534815261646e-12,-2.3942826479191243e-12,-1.4173012369594372e-12
33,-6.0979681914315694e-09,-4.854101038258937e-09,-3.705777068617398e-09,-2.8694427343800888e-09,-2.190991730106215e-09,-1.6150294158541187e-09,-1.1708749051322022e-09,-8.256170361267106e-10,-5.751754989751288e-10,-4.0971926148559376e-10,-2.868340655132275e-10,-1.8769739621410552e-10,-1.3364857344849686e-10,-1.069187771635527e-10,-8.132603653351238e-11,-6.183249090983077e-11,-4.3262386437732195e-11,-2.9603566256114915e-11,-1.7441545272641193e-09,-1.4256959956156221e-09,-1.1730509344685988e-09,-9.264050551706425e-10,-7.119667047234444e-10,-5.393396075043075e-10,-4.04958134509279e-10,-3.037799002332744e-10,-2.45359822265147e-10,-1.909094362033175e-10,-1.4528411376829477e-10,-1.2072751667723354e-10,-8.938847947428449e-11,-6.444400619822544e-11,-4.642795841915675e-11,-3.181143126946576e-11,-2.1176255353922002e-11,-1.3919807622214778e-11,-1.0300533109320303e-11,-6.768796018904947e-12,-4.276768235699543e-12,-2.6528016808971446e-12,-1.5574758899964995e-12
34,-6.913138636666382e-09,-5.478958166437755e-09,-4.148097849663822e-09,-3.179058279554622e-09,-2.3968009124476042e-09,-1.7383477265153134e-09,-1.2382535853044057e-09,-8.567393209021173e-10,-5.865616196329635e-10,-4.1288036810201813e-10,-2.8650194277606803e-10,-1.8666577197721598e-10,-1.3303283398905167e-10,-1.0663787077258198e-10,-8.136277135165317e-11,-6.205999360908018e-11,-4.361987721248007e-11,-2.99761550804074e-11,-1.8599157965163148e-09,-1.5045071418849075e-09,-1.2267305826711882e-09,-9.58102003382761e-10,-7.281130689516478e-10,-5.463087555600046e-10,-4.0730616874410146e-10,-3.043272702569966e-10,-2.4568409561334586e-10,-1.9126248082963706e-10,-1.4567972570566437e-10,-1.2119863221267844e-10,-8.994272857896606e-11,-6.501590648796364e-11,-4.693659732890744e-11,-3.21983315034378e-11,-2.142960489318284e-11,-1.4064638153977973e-11,-1.0394617625054637e-11,-6.816062592852812e-12,-4.2962010165176974e-12,-2.6583236314128655e-12,-1.5566810941798027e-12
35,-7.519426552396957e-09,-5.885812298139097e-09,-4.393659597868763e-09,-3.3299884946136765e-09,-2.483954142788503e-09,-1.781680415697893e-09,-1.256965544455357e-09,-8.622463639847078e-10,-5.86467683677971e-10,-4.1123666982266165e-10,-2.84633390899746e-10,-1.8525910518794428e-10,-1.3209900085365128e-10,-1.0597532344498433e-10,-8.095913365481191e-11,-6.183905332633199e-11,-4.3555433192289756e-11,-2.999745450323234e-11,-1.9118664603206196e-09,-1.5355091127900816e-09,-1.2456842544987267e-09,-9.67413286933719e-10,-7.316265301573624e-10,-5.469968591806794e-10,-4.068333769793625e-10,-3.0354145766658404e-10,-2.4500556153990547e-10,-1.9077347127474494e-10,-1.4535674650081255e-10,-1.2098559399642853e-10,-8.98651594191557e-11,-6.50283812252113e-11,-4.6985618352799596e-11,-3.2248969391332935e-11,-2.1461132244342494e-11,-1.4073189637693416e-11,-1.0392370592432594e-11,-6.80467757754709e-12,-4.281280633269812e-12,-2.643864035608263e-12,-1.5447120711924185e-12
36,-7.81926877500498e-09,-6.022689258507366e-09,-4.416452126297216e-09,-3.3033505415970795e-09,-2.434960540620572e-09,-1.7268607841471742e-09,-1.2083680595262777e-09,-8.245815738834863e-10,-5.601401315646455e-10,-3.936582062935142e-10,-2.737592969550094e-10,-1.7961999051636305e-10,-1.2897749602655188e-10,-1.0388051937673738e-10,-7.983698199842662e-11,-6.127770607201733e-11,-4.344350629740559e-11,-3.009626136276465e-11,-1.8733370609835986e-09,-1.4954277420402546e-09,-1.2093649748195135e-09,-9.36740584032499e-10,-7.080417354476148e-10,-5.302790062967271e-10,-3.957877186472718e-10,-2.9667254173972183e-10,-2.4022882996435013e-10,-1.877854770302762e-10,-1.43803883752967e-10,-1.2002367345418506e-10,-8.960431531377651e-11,-6.514008857959574e-11,-4.722401187519279e-11,-3.2483890396409135e-11,-2.1627911927310176e-11,-1.4164071884535244e-11,-1.0444182104327853e-11,-6.820814197362791e-12,-4.277463760970905e-12,-2.6320550898335835e-12,-1.531530694583303e-12
37,-8.267001893262109e-09,-6.186800403457925e-09,-4.36571279356244e-09,-3.1542033798333912e-09,-2.2426974885388623e-09,-1.5285849532691163e-09,-1.0332376710822924e-09,-6.853214984035442e-10,-4.583394597156826e-10,-3.219723431612063e-10,-2.2611046900113232e-10,-1.5179081849023127e-10,-1.1138667139771416e-10,-9.08331575210813e-11,-7.111264164794636e-11,-5.537460994131576e-11,-4.000467778960858e-11,-2.8157379895548507e-11,-1.6785493866693355e-09,-1.3122116219307582e-09,-1.0486247961458881e-09,-8.029877242468638e-10,-6.032634325071402e-10,-4.519018860490631e-10,-3.393164983156691e-10,-2.5718684582068887e-10,-2.1014312437816147e-10,-1.661593486272524e-10,-1.2911622913027955e-10,-1.0864305025977924e-10,-8.231156455077995e-11,-6.06376127040288e-11,-4.437542355468425e-11,-3.070879170082965e-11,-2.0472759762436047e-11,-1.3363533758815537e-11,-9.819896157861207e-12,-6.374217535744876e-12,-3.967981007060042e-12,-2.422455075237553e-12,-1.3972921976125318e-12
38,-8.396024504409009e-09,-6.192788154847804e-09,-4.286561308841669e-09,-3.0451177331746306e-09,-2.1278589318832286e-09,-1.4230797839204821e-09,-9.466483950533993e-10,-6.200625977029866e-10,-4.121941777877924e-10,-2.8979784945766814e-10,-2.045855650687827e-10,-1.3880365031588735e-10,-1.0283608397473772e-10,-8.431960956406488e-11,-6.654134543720421e-11,-5.214151115430823e-11,-3.7977114449549944e-11,-2.6917654048879507e-11,-1.5770557260215151e-09,-1.2234464981516257e-09,-9.737518414835542e-10,-7.425510011808976e-10,-5.562198519967792e-10,-4.161631932299795e-10,-3.12907009249944e-10,-2.3821629462210106e-10,-1.9539572453133567e-10,-1.55249373561553e-10,-1.2137423381681818e-10,-1.0247081920199169e-10,-7.810309134431842e-11,-5.785380857405592e-11,-4.2511830087238616e-11,-2.950605571863895e-11,-1.969442588542067e-11,-1.2847158745295616e-11,-9.430116121097273e-12,-6.109023618559751e-12,-3.793176584623788e-12,-2.309144464011125e-12,-1.3276205025881623e-12
39,-7.932615427470445e-09,-5.8287110540596e-09,-4.023162237665001e-09,-2.85780655376661e-09,-2.0007316459353045e-09,-1.3439178754178397e-09,-9.00028214509016e-10,-5.947013081680702e-10,-3.9885429884385534e-10,-2.821665543739526e-10,-2.0009838754074453e-10,-1.3602763420485612e-10,-1.0069197883419598e-10,-8.243560574128427e-11,-6.490761376967074e-11,-5.0719846917868096e-11,-3.678414675248607e-11,-2.5938966771058667e-11,-1.49933025466644e-09,-1.1672147952193992e-09,-9.315714369272096e-10,-7.127205433774853e-10,-5.355329370828343e-10,-4.018000805449698e-10,-3.028772682181192e-10,-2.3101484317405764e-10,-1.8951294112813675e-10,-1.5049050823927411e-10,-1.1754964800075695e-10,-9.912777473478356e-11,-7.538346457537972e-11,-5.566302944785974e-11,-4.075598102061561e-11,-2.8164231504322716e-11,-1.8710776037617794e-11,-1.215124423400034e-11,-8.90243411469893e-12,-5.750035427415189e-12,-3.5602922309426534e-12,-2.1621175608450478e-12,-1.240266758962439e-12
40,-7.222306614185098e-09,-5.3076683930798356e-09,-3.6718417625385916e-09,-2.618807474581121e-09,-1.8440528496591978e-09,-1.2489516572451931e-09,-8.444887159494475e-10,-5.639573996440733e-10,-3.818512396261891e-10,-2.7176136938245513e-10,-1.93463382545056e-10,-1.3162723113347125e-10,-9.72494383681111e-11,-7.944367246908835e-11,-6.235001382306548e-11,-4.854330818197212e-11,-3.5012324681867223e-11,-2.453264979555015e-11,-1.3979898953996042e-09,-1.094126962965829e-09,-8.766529781820469e-10,-6.737885033901414e-10,-5.084689811108125e-10,-3.8292085408679383e-10,-2.895035427256072e-10,-2.2115940029263696e-10,-1.813598885505863e-10,-1.438365831725488e-10,-1.1215524141946802e-10,-9.442085033876043e-11,-7.157213397082513e-11,-5.262997575927857e-11,-3.836491042561177e-11,-2.6376427729567916e-11,-1.7432469476915084e-11,-1.1269449285011992e-11,-8.242029524996085e-12,-5.309268211948184e-12,-3.2797121127022485e-12,-1.9879642668163165e-12,-1.1385236595742914e-12
41,-6.8108722534838006e-09,-4.96856635788286e-09,-3.3978852918656807e-09,-2.394350938687579e-09,-1.6622258701527912e-09,-1.1059020368441416e-09,-7.341259606052618e-10,-4.81165316128573e-10,-3.2081041560398773e-10,-2.263639243560262e-10,-1.6047028262357428e-10,-1.0944788665813957e-10,-8.144665284724674e-11,-6.696551007007227e-11,-5.30574316859528e-11,-4.1718485315709433e-11,-3.052405301498557e-11,-2.17241623866739e-11,-1.2496506372818484e-09,-9.676358483894015e-10,-7.676901805043719e-10,-5.827239393121318e-10,-4.344975131071601e-10,-3.2470081494591395e-10,-2.4513295577127943e-10,-1.880167585311189e-10,-1.5489389149415222e-10,-1.2363560265416152e-10,-9.720853941539714e-11,-8.231541741165869e-11,-6.308284917605184e-11,-4.698144427866401e-11,-3.46856492420627e-11,-2.4179729191618456e-11,-1.6195025041264364e-11,-1.058877655095942e-11,-7.777644482395013e-12,-5.043420447004214e-12,-3.133761661919378e-12,-1.908554220995108e-12,-1.0975556784843167e-12
42,-6.331457959566361e-09,-4.598253216864476e-09,-3.132059090652149e-09,-2.203696698485976e-09,-1.5300447494984763e-09,-1.020280757807497e-09,-6.807584250195219e-10,-4.4985582018096223e-10,-3.030393813949262e-10,-2.1587321491808288e-10,-1.544929118531058e-10,-1.0633084292007715e-10,-7.949429251374891e-11,-6.545515725179439e-11,-5.1967207010574954e-11,-4.0894861937140615e-11,-2.994315308080349e-11,-2.1311713889265205e-11,-1.1638709608170466e-09,-9.053465526437163e-10,-7.21974633522684e-10,-5.519071557048407e-10,-4.148486033156282e-10,-3.1239097889864594e-10,-2.3733948580277864e-10,-1.8289507871684043e-10,-1.5096994912433865e-10,-1.20719229462372e-10,-9.511476512655579e-11,-8.060264884443895e-11,-6.184630798445398e-11,-4.608986980083953e-11,-3.403227267934593e-11,-2.3721120765859543e-11,-1.5884297013405615e-11,-1.0384381344994638e-11,-7.627759922981299e-12,-4.946626710120326e-12,-3.074071926053226e-12,-1.872514399273885e-12,-1.0770061372110151e-12
43,-6.169936180577384e-09,-4.485476606352314e-09,-3.055056531209474e-09,-2.1465380917932584e-09,-1.4868908947316198e-09,-9.881347637863532e-10,-6.56891807492973e-10,-4.3258982478100393e-10,-2.9076876608516744e-10,-2.070025200778821e-10,-1.4815194198365072e-10,-1.0199197949976611e-10,-7.622749941886483e-11,-6.27314727366431e-11,-4.976575036196968e-11,-3.912975186584651e-11,-2.8620025847930153e-11,-2.0353852575985235e-11,-1.1305812659975052e-09,-8.7749447596793e-10,-6.982788712798311e-10,-5.324307548451884e-10,-3.993331806760648e-10,-3.0035476678208037e-10,-2.28125510335544e-10,-1.757643024399644e-10,-1.4503396208670183e-10,-1.1591101599663567e-10,-9.126671846889977e-11,-7.731462900471164e-11,-5.92890937729398e-11,-4.4170890909972885e-11,-3.2622421939825404e-11,-2.2761058818503492e-11,-1.5271067642611907e-11,-1.001109410273214e-11,-7.365674169750684e-12,-4.789721671827522e-12,-2.9852946476143533e-12,-1.8235683209725803e-12,-1.0518455802249046e-12
44,-6.0713259610411215e-09,-4.420346404889625e-09,-3.012785394315927e-09,-2.1154452639759774e-09,-1.4629405831646243e-09,-9.693932231270833e-10,-6.419660058252873e-10,-4.208681550010882e-10,-2.8173972010642133e-10,-2.0006835298542486e-10,-1.4295023113464297e-10,-9.833512093631064e-11,-7.348732032548504e-11,-6.047736293629723e-11,-4.7978651197403295e-11,-3.772645231697927e-11,-2.7597125276420113e-11,-1.9632268594936823e-11,-1.1098658685358477e-09,-8.589245814599452e-10,-6.815460986595521e-10,-5.178262648822936e-10,-3.8710186187871044e-10,-2.9052962801850253e-10,-2.2045118023919608e-10,-1.6979580634171872e-10,-1.4010065297026895e-10,-1.1196886307159207e-10,-8.816650797768771e-11,-7.470013193772088e-11,-5.7303553510077843e-11,-4.271763000669501e-11,-3.1575968732189835e-11,-2.20588794784927e-11,-1.4825021498302704e-11,-9.738091001554607e-12,-7.1725270738960025e-12,-4.672328267420078e-12,-2.917463304987246e-12,-1.785226800295791e-12,-1.0315260556099208e-12
45,-6.020769731941331e-09,-4.387625096584538e-09,-2.9926430170356125e-09,-2.1016415342513665e-09,-1.4531469689284957e-09,-9.623643943868034e-10,-6.367125164733598e-10,-4.1690112231041766e-10,-2.787212003444854e-10,-1.9772845883413573e-10,-1.4115303730398687e-10,-9.70131709808043e-11,-7.244834456526609e-11,-5.959198263346398e-11,-4.7241224570673803e-11,-3.711720120984399e-11,-2.7119530908353868e-11,-1.9266386887225304e-11,-1.1016444790147878e-09,-8.514852467273836e-10,-6.748224247734716e-10,-5.119785756048062e-10,-3.8226676259396215e-10,-2.8669767412253455e-10,-2.174547825497954e-10,-1.6740588750199074e-10,-1.3807125603221235e-10,-1.1028871354472288e-10,-8.678572777419765e-11,-7.349964341951535e-11,-5.633899634014857e-11,-4.196142385848608e-11,-3.098857390891458e-11,-2.1625635423258928e-11,-1.4518421523338176e-11,-9.52796511773666e-12,-7.015471210048187e-12,-4.567814757944604e-12,-2.8511282714404403e-12,-1.744218702916799e-12,-1.0077086324626793e-12
